ts,pid,VmRSS_kb,RssAnon_kb,RssFile_kb,Threads
1789002170,1923127,1271172,1254604,16560,29
1789002180,1923127,1271172,1254604,16560,29
1789002190,1923127,1271172,1254604,16560,29
1789002200,1923127,1271172,1254604,16560,29
1789002210,1923127,1271172,1254604,16560,29
1789002220,1923127,1271172,1254604,16560,29
1789002230,1923127,1271172,1254604,16560,29
1789002240,1923127,1271172,1254604,16560,29
1789002251,1923127,1271172,1254604,16560,29
1789002260,1923127,1271172,1254604,16560,29
1789002270,1923127,1271172,1254604,16560,29
1789002280,1923127,1271172,1254604,16560,29
1789002290,1923127,1271172,1254604,16560,29
1789002300,1923127,1271172,1254604,16560,29
1789002310,1923127,1271172,1254604,16560,29
1789002320,1923127,1271172,1254604,16560,29
1789002330,1923127,1271172,1254604,16560,29
1789002340,1923127,1271172,1254604,16560,29
1789002350,1923127,1271172,1254604,16560,29
1789002360,1923127,1271172,1254604,16560,29
1789002370,1923127,1271180,1254612,16560,29
1789002380,1923127,1271180,1254612,16560,29
1789002390,1923127,1271180,1254612,16560,29
1789002400,1923127,1271180,1254612,16560,29
1789002410,1923127,1271180,1254612,16560,29
1789002420,1923127,1271180,1254612,16560,29
1789002430,1923127,1271180,1254612,16560,29
1789002440,1923127,1271180,1254612,16560,29
1789002451,1923127,1271180,1254612,16560,29
1789002461,1923127,1271180,1254612,16560,29
1789002471,1923127,1271180,1254612,16560,29
1789002481,1923127,1271180,1254612,16560,29
1789002491,1923127,1271180,1254612,16560,29
1789002501,1923127,1271180,1254612,16560,29
1789002511,1923127,1271184,1254616,16560,29
1789002521,1923127,1271184,1254616,16560,29
1789002531,1923127,1271184,1254616,16560,29
1789002541,1923127,1271184,1254616,16560,29
1789002551,1923127,1271184,1254616,16560,29
1789002561,1923127,1271184,1254616,16560,29
1789002571,1923127,1271184,1254616,16560,29
1789002581,1923127,1271184,1254616,16560,29
1789002591,1923127,1271184,1254616,16560,29
1789002601,1923127,1271184,1254616,16560,29
1789002611,1923127,1271184,1254616,16560,29
1789002621,1923127,1271184,1254616,16560,29
1789002631,1923127,1271184,1254616,16560,29
1789002641,1923127,1271184,1254616,16560,29
1789002651,1923127,1271196,1254628,16560,30
1789002661,1923127,1271184,1254616,16560,29
1789002671,1923127,1271184,1254616,16560,29
1789002681,1923127,1271184,1254616,16560,29
1789002691,1923127,1271184,1254616,16560,29
1789002701,1923127,1271184,1254616,16560,29
1789002711,1923127,1271184,1254616,16560,29
1789002721,1923127,1271184,1254616,16560,29
1789002731,1923127,1271184,1254616,16560,29
1789002742,1923127,1271184,1254616,16560,29
1789002752,1923127,1271184,1254616,16560,29
1789002762,1923127,1271184,1254616,16560,29
1789002772,1923127,1271184,1254616,16560,29
1789002782,1923127,1271184,1254616,16560,29
1789002792,1923127,1271184,1254616,16560,29
1789002802,1923127,1271184,1254616,16560,29
1789002812,1923127,1271184,1254616,16560,29
1789002822,1923127,1271184,1254616,16560,29
1789002832,1923127,1271184,1254616,16560,29
1789002842,1923127,1271184,1254616,16560,29
1789002852,1923127,1271184,1254616,16560,29
1789002862,1923127,1271184,1254616,16560,29
1789002872,1923127,1271184,1254616,16560,29
1789002882,1923127,1271184,1254616,16560,29
1789002892,1923127,1271184,1254616,16560,29
1789002902,1923127,1271184,1254616,16560,29
1789002912,1923127,1271184,1254616,16560,29
1789002922,1923127,1271184,1254616,16560,29
1789002932,1923127,1271184,1254616,16560,29
1789002942,1923127,1271184,1254616,16560,29
1789002952,1923127,1271184,1254616,16560,29
1789002962,1923127,1271184,1254616,16560,29
1789002972,1923127,1271188,1254620,16560,29
1789002982,1923127,1271188,1254620,16560,29
1789002992,1923127,1271188,1254620,16560,29
1789003002,1923127,1271188,1254620,16560,29
1789003012,1923127,1271188,1254620,16560,29
1789003022,1923127,1271188,1254620,16560,29
1789003032,1923127,1271188,1254620,16560,29
1789003042,1923127,1271188,1254620,16560,29
1789003052,1923127,1271188,1254620,16560,29
1789003062,1923127,1271188,1254620,16560,29
1789003073,1923127,1271188,1254620,16560,29
1789003082,1923127,1271188,1254620,16560,29
1789003092,1923127,1271188,1254620,16560,29
1789003102,1923127,1271188,1254620,16560,29
1789003112,1923127,1271188,1254620,16560,29
1789003122,1923127,1271188,1254620,16560,29
1789003132,1923127,1271188,1254620,16560,29
1789003142,1923127,1271188,1254620,16560,29
1789003152,1923127,1271188,1254620,16560,29
1789003162,1923127,1271188,1254620,16560,29
1789003172,1923127,1271188,1254620,16560,29
1789003182,1923127,1271188,1254620,16560,29
1789003192,1923127,1271188,1254620,16560,29
1789003202,1923127,1271188,1254620,16560,29
1789003212,1923127,1271188,1254620,16560,29
1789003222,1923127,1271188,1254620,16560,29
1789003232,1923127,1271188,1254620,16560,29
1789003242,1923127,1271188,1254620,16560,29
1789003252,1923127,1271188,1254620,16560,29
1789003262,1923127,1271188,1254620,16560,29
1789003272,1923127,1271188,1254620,16560,29
1789003282,1923127,1271188,1254620,16560,29
1789003292,1923127,1271188,1254620,16560,29
1789003302,1923127,1271188,1254620,16560,29
1789003312,1923127,1271188,1254620,16560,29
1789003322,1923127,1271188,1254620,16560,29
1789003332,1923127,1271188,1254620,16560,29
1789003342,1923127,1271188,1254620,16560,29
1789003352,1923127,1271188,1254620,16560,29
1789003362,1923127,1271188,1254620,16560,29
1789003372,1923127,1271188,1254620,16560,29
1789003382,1923127,1271188,1254620,16560,29
1789003392,1923127,1271188,1254620,16560,29
1789003402,1923127,1271188,1254620,16560,29
1789003412,1923127,1271188,1254620,16560,29
1789003422,1923127,1271188,1254620,16560,29
1789003432,1923127,1271188,1254620,16560,29
1789003442,1923127,1271188,1254620,16560,29
1789003452,1923127,1271188,1254620,16560,29
1789003462,1923127,1271188,1254620,16560,29
1789003472,1923127,1271188,1254620,16560,29
1789003482,1923127,1271188,1254620,16560,29
1789003492,1923127,1271188,1254620,16560,29
1789003502,1923127,1271188,1254620,16560,29
1789003512,1923127,1271188,1254620,16560,29
1789003522,1923127,1271188,1254620,16560,29
1789003532,1923127,1271188,1254620,16560,29
1789003543,1923127,1271188,1254620,16560,29
1789003553,1923127,1271188,1254620,16560,29
1789003563,1923127,1271188,1254620,16560,29
1789003573,1923127,1271192,1254624,16560,29
1789003583,1923127,1271192,1254624,16560,29
1789003593,1923127,1271192,1254624,16560,29
1789003603,1923127,1271192,1254624,16560,29
1789003613,1923127,1271192,1254624,16560,29
1789003623,1923127,1271192,1254624,16560,29
1789003633,1923127,1271192,1254624,16560,29
1789003643,1923127,1271192,1254624,16560,29
1789003653,1923127,1271192,1254624,16560,29
1789003663,1923127,1271192,1254624,16560,29
1789003673,1923127,1271192,1254624,16560,29
1789003684,1923127,1271192,1254624,16560,29
1789003694,1923127,1271192,1254624,16560,29
1789003704,1923127,1271192,1254624,16560,29
1789003714,1923127,1271192,1254624,16560,29
1789003724,1923127,1271192,1254624,16560,29
1789003734,1923127,1271192,1254624,16560,29
1789003744,1923127,1271192,1254624,16560,29
1789003754,1923127,1271192,1254624,16560,29
1789003764,1923127,1271192,1254624,16560,29
1789003775,1923127,1271192,1254624,16560,29
1789003784,1923127,1271192,1254624,16560,29
1789003794,1923127,1271192,1254624,16560,29
1789003804,1923127,1271192,1254624,16560,29
1789003814,1923127,1271192,1254624,16560,29
1789003824,1923127,1271192,1254624,16560,29
1789003834,1923127,1271192,1254624,16560,29
1789003844,1923127,1271192,1254624,16560,29
1789003854,1923127,1271192,1254624,16560,29
1789003864,1923127,1271192,1254624,16560,29
1789003874,1923127,1271192,1254624,16560,29
1789003884,1923127,1271192,1254624,16560,29
1789003894,1923127,1271192,1254624,16560,29
1789003904,1923127,1271192,1254624,16560,29
1789003914,1923127,1271192,1254624,16560,29
1789003924,1923127,1271192,1254624,16560,29
1789003934,1923127,1271192,1254624,16560,29
1789003944,1923127,1271192,1254624,16560,29
1789003954,1923127,1271192,1254624,16560,29
1789003964,1923127,1271192,1254624,16560,29
1789003974,1923127,1271192,1254624,16560,29
1789003984,1923127,1271208,1254640,16560,29
1789003994,1923127,1271208,1254640,16560,29
1789004004,1923127,1271208,1254640,16560,29
1789004014,1923127,1271208,1254640,16560,29
1789004024,1923127,1271208,1254640,16560,29
1789004034,1923127,1271208,1254640,16560,29
1789004044,1923127,1271208,1254640,16560,29
1789004054,1923127,1271208,1254640,16560,29
1789004064,1923127,1271208,1254640,16560,29
1789004074,1923127,1271208,1254640,16560,29
1789004084,1923127,1271208,1254640,16560,29
1789004094,1923127,1271208,1254640,16560,29
1789004104,1923127,1271208,1254640,16560,29
1789004114,1923127,1271208,1254640,16560,29
1789004124,1923127,1271208,1254640,16560,29
1789004134,1923127,1271208,1254640,16560,29
1789004145,1923127,1271208,1254640,16560,29
1789004154,1923127,1271208,1254640,16560,29
1789004164,1923127,1271208,1254640,16560,29
1789004174,1923127,1271208,1254640,16560,29
1789004184,1923127,1271208,1254640,16560,29
1789004194,1923127,1271208,1254640,16560,29
1789004204,1923127,1271208,1254640,16560,29
1789004214,1923127,1271208,1254640,16560,29
1789004224,1923127,1271208,1254640,16560,29
1789004234,1923127,1271220,1254652,16560,30
1789004244,1923127,1271208,1254640,16560,29
1789004254,1923127,1271208,1254640,16560,29
1789004264,1923127,1271208,1254640,16560,29
1789004274,1923127,1271208,1254640,16560,29
1789004284,1923127,1271208,1254640,16560,29
1789004294,1923127,1271212,1254644,16560,29
1789004304,1923127,1271212,1254644,16560,29
1789004314,1923127,1271212,1254644,16560,29
1789004324,1923127,1271212,1254644,16560,29
1789004335,1923127,1271212,1254644,16560,29
1789004344,1923127,1271212,1254644,16560,29
1789004354,1923127,1271212,1254644,16560,29
1789004364,1923127,1271212,1254644,16560,29
1789004374,1923127,1271212,1254644,16560,29
1789004384,1923127,1271212,1254644,16560,29
1789004394,1923127,1271212,1254644,16560,29
1789004404,1923127,1271212,1254644,16560,29
1789004414,1923127,1271212,1254644,16560,29
1789004424,1923127,1271212,1254644,16560,29
1789004434,1923127,1271212,1254644,16560,29
1789004444,1923127,1271212,1254644,16560,29
1789004454,1923127,1271212,1254644,16560,29
1789004464,1923127,1271212,1254644,16560,29
1789004474,1923127,1271212,1254644,16560,29
1789004484,1923127,1271212,1254644,16560,29
1789004494,1923127,1271212,1254644,16560,29
1789004504,1923127,1271212,1254644,16560,29
1789004514,1923127,1271212,1254644,16560,29
1789004524,1923127,1271212,1254644,16560,29
1789004534,1923127,1271212,1254644,16560,29
1789004544,1923127,1271212,1254644,16560,29
1789004554,1923127,1271212,1254644,16560,29
1789004564,1923127,1271212,1254644,16560,29
1789004574,1923127,1271212,1254644,16560,29
1789004584,1923127,1271212,1254644,16560,29
1789004594,1923127,1271212,1254644,16560,29
1789004604,1923127,1271212,1254644,16560,29
1789004614,1923127,1271212,1254644,16560,29
1789004624,1923127,1271212,1254644,16560,29
1789004634,1923127,1271212,1254644,16560,29
1789004644,1923127,1271216,1254648,16560,29
1789004654,1923127,1271216,1254648,16560,29
1789004664,1923127,1271216,1254648,16560,29
1789004674,1923127,1271216,1254648,16560,29
1789004684,1923127,1271216,1254648,16560,29
1789004694,1923127,1271216,1254648,16560,29
1789004704,1923127,1271216,1254648,16560,29
1789004714,1923127,1271216,1254648,16560,29
1789004724,1923127,1271216,1254648,16560,29
1789004734,1923127,1271216,1254648,16560,29
1789004744,1923127,1271216,1254648,16560,29
1789004754,1923127,1271216,1254648,16560,29
1789004764,1923127,1271216,1254648,16560,29
1789004774,1923127,1271216,1254648,16560,29
1789004784,1923127,1271216,1254648,16560,29
1789004794,1923127,1271216,1254648,16560,29
1789004804,1923127,1271216,1254648,16560,29
1789004814,1923127,1271216,1254648,16560,29
1789004824,1923127,1271216,1254648,16560,29
1789004834,1923127,1271216,1254648,16560,29
1789004844,1923127,1271216,1254648,16560,29
1789004854,1923127,1271216,1254648,16560,29
1789004864,1923127,1271216,1254648,16560,29
1789004874,1923127,1271216,1254648,16560,29
1789004884,1923127,1271216,1254648,16560,29
1789004894,1923127,1271216,1254648,16560,29
1789004904,1923127,1271216,1254648,16560,29
1789004914,1923127,1271216,1254648,16560,29
1789004924,1923127,1271216,1254648,16560,29
1789004934,1923127,1271216,1254648,16560,29
1789004944,1923127,1271216,1254648,16560,29
1789004954,1923127,1271216,1254648,16560,29
1789004964,1923127,1271216,1254648,16560,29
1789004974,1923127,1271216,1254648,16560,29
1789004985,1923127,1271216,1254648,16560,29
1789004994,1923127,1271216,1254648,16560,29
1789005004,1923127,1271216,1254648,16560,29
1789005014,1923127,1271216,1254648,16560,29
1789005024,1923127,1271216,1254648,16560,29
1789005034,1923127,1271216,1254648,16560,29
1789005044,1923127,1271216,1254648,16560,29
1789005054,1923127,1271216,1254648,16560,29
1789005064,1923127,1271216,1254648,16560,29
1789005074,1923127,1271216,1254648,16560,29
1789005084,1923127,1271216,1254648,16560,29
1789005094,1923127,1271216,1254648,16560,29
1789005104,1923127,1271216,1254648,16560,29
1789005114,1923127,1271216,1254648,16560,29
1789005124,1923127,1271216,1254648,16560,29
1789005134,1923127,1271216,1254648,16560,29
1789005144,1923127,1271216,1254648,16560,29
1789005154,1923127,1271216,1254648,16560,29
1789005164,1923127,1271216,1254648,16560,29
1789005174,1923127,1271216,1254648,16560,29
1789005184,1923127,1271216,1254648,16560,29
1789005194,1923127,1271216,1254648,16560,29
1789005204,1923127,1271216,1254648,16560,29
1789005214,1923127,1271216,1254648,16560,29
1789005224,1923127,1271216,1254648,16560,29
1789005234,1923127,1271216,1254648,16560,29
1789005244,1923127,1271216,1254648,16560,29
1789005254,1923127,1271216,1254648,16560,29
1789005264,1923127,1271216,1254648,16560,29
1789005274,1923127,1271216,1254648,16560,29
1789005284,1923127,1271216,1254648,16560,29
1789005294,1923127,1271216,1254648,16560,29
1789005305,1923127,1271216,1254648,16560,29
1789005314,1923127,1271216,1254648,16560,29
1789005324,1923127,1271216,1254648,16560,29
1789005334,1923127,1271216,1254648,16560,29
1789005344,1923127,1271216,1254648,16560,29
1789005354,1923127,1271216,1254648,16560,29
1789005364,1923127,1271220,1254652,16560,29
1789005374,1923127,1271220,1254652,16560,29
1789005384,1923127,1271220,1254652,16560,29
1789005395,1923127,1271220,1254652,16560,29
1789005404,1923127,1271220,1254652,16560,29
1789005414,1923127,1271220,1254652,16560,29
1789005424,1923127,1271220,1254652,16560,29
1789005434,1923127,1271220,1254652,16560,29
1789005444,1923127,1271220,1254652,16560,29
1789005454,1923127,1271220,1254652,16560,29
1789005464,1923127,1271220,1254652,16560,29
1789005474,1923127,1271220,1254652,16560,29
1789005484,1923127,1271220,1254652,16560,29
1789005494,1923127,1271220,1254652,16560,29
1789005504,1923127,1271220,1254652,16560,29
1789005514,1923127,1271220,1254652,16560,29
1789005524,1923127,1271220,1254652,16560,29
1789005534,1923127,1271220,1254652,16560,29
1789005544,1923127,1271220,1254652,16560,29
1789005554,1923127,1271220,1254652,16560,29
1789005564,1923127,1271220,1254652,16560,29
1789005574,1923127,1271220,1254652,16560,29
1789005584,1923127,1271220,1254652,16560,29
1789005594,1923127,1271220,1254652,16560,29
1789005604,1923127,1271220,1254652,16560,29
1789005614,1923127,1271220,1254652,16560,29
1789005624,1923127,1271220,1254652,16560,29
1789005634,1923127,1271220,1254652,16560,29
1789005644,1923127,1271220,1254652,16560,29
1789005654,1923127,1271220,1254652,16560,29
1789005664,1923127,1271220,1254652,16560,29
1789005674,1923127,1271220,1254652,16560,29
1789005684,1923127,1271220,1254652,16560,29
1789005694,1923127,1271220,1254652,16560,29
1789005704,1923127,1271220,1254652,16560,29
1789005714,1923127,1271220,1254652,16560,29
1789005724,1923127,1271220,1254652,16560,29
1789005734,1923127,1271220,1254652,16560,29
1789005744,1923127,1271220,1254652,16560,29
1789005754,1923127,1271220,1254652,16560,29
1789005764,1923127,1271220,1254652,16560,29
1789005774,1923127,1271220,1254652,16560,29
1789005784,1923127,1271220,1254652,16560,29
1789005794,1923127,1271220,1254652,16560,29
1789005804,1923127,1271220,1254652,16560,29
1789005814,1923127,1271220,1254652,16560,29
1789005824,1923127,1271224,1254656,16560,29
1789005834,1923127,1271224,1254656,16560,29
1789005844,1923127,1271224,1254656,16560,29
1789005854,1923127,1271224,1254656,16560,29
1789005864,1923127,1271224,1254656,16560,29
1789005874,1923127,1271224,1254656,16560,29
1789005884,1923127,1271224,1254656,16560,29
1789005894,1923127,1271224,1254656,16560,29
1789005904,1923127,1271224,1254656,16560,29
1789005914,1923127,1271224,1254656,16560,29
1789005924,1923127,1271224,1254656,16560,29
1789005934,1923127,1271224,1254656,16560,29
1789005944,1923127,1271224,1254656,16560,29
1789005954,1923127,1271224,1254656,16560,29
1789005964,1923127,1271224,1254656,16560,29
1789005974,1923127,1271224,1254656,16560,29
1789005984,1923127,1271224,1254656,16560,29
1789005994,1923127,1271224,1254656,16560,29
1789006004,1923127,1271224,1254656,16560,29
1789006014,1923127,1271224,1254656,16560,29
1789006024,1923127,1271224,1254656,16560,29
1789006034,1923127,1271224,1254656,16560,29
1789006044,1923127,1271224,1254656,16560,29
1789006054,1923127,1271224,1254656,16560,29
1789006064,1923127,1271224,1254656,16560,29
1789006074,1923127,1271224,1254656,16560,29
1789006084,1923127,1271224,1254656,16560,29
1789006094,1923127,1271224,1254656,16560,29
1789006104,1923127,1271224,1254656,16560,29
1789006114,1923127,1271224,1254656,16560,29
1789006124,1923127,1271224,1254656,16560,29
1789006134,1923127,1271224,1254656,16560,29
1789006144,1923127,1271228,1254660,16560,29
1789006154,1923127,1271228,1254660,16560,29
1789006164,1923127,1271228,1254660,16560,29
1789006174,1923127,1271228,1254660,16560,29
1789006184,1923127,1271228,1254660,16560,29
1789006194,1923127,1271228,1254660,16560,29
1789006204,1923127,1271228,1254660,16560,29
1789006214,1923127,1271228,1254660,16560,29
1789006224,1923127,1271228,1254660,16560,29
1789006234,1923127,1271228,1254660,16560,29
1789006244,1923127,1271228,1254660,16560,29
1789006254,1923127,1271228,1254660,16560,29
1789006264,1923127,1271228,1254660,16560,29
1789006274,1923127,1271228,1254660,16560,29
1789006284,1923127,1271228,1254660,16560,29
1789006294,1923127,1271228,1254660,16560,29
1789006304,1923127,1271228,1254660,16560,29
1789006314,1923127,1271228,1254660,16560,29
1789006324,1923127,1271228,1254660,16560,29
1789006334,1923127,1271228,1254660,16560,29
1789006344,1923127,1271228,1254660,16560,29
1789006354,1923127,1271228,1254660,16560,29
1789006365,1923127,1271228,1254660,16560,29
1789006374,1923127,1271228,1254660,16560,29
1789006384,1923127,1271228,1254660,16560,29
1789006394,1923127,1271228,1254660,16560,29
1789006404,1923127,1271228,1254660,16560,29
1789006415,1923127,1271228,1254660,16560,29
1789006425,1923127,1271228,1254660,16560,29
1789006435,1923127,1271228,1254660,16560,29
1789006445,1923127,1271228,1254660,16560,29
1789006456,1923127,1271228,1254660,16560,29
1789006466,1923127,1271228,1254660,16560,29
1789006476,1923127,1271228,1254660,16560,29
1789006486,1923127,1271228,1254660,16560,29
1789006496,1923127,1271228,1254660,16560,29
1789006506,1923127,1271228,1254660,16560,29
1789006516,1923127,1271228,1254660,16560,29
1789006526,1923127,1271228,1254660,16560,29
1789006536,1923127,1271228,1254660,16560,29
1789006546,1923127,1271228,1254660,16560,29
1789006556,1923127,1271228,1254660,16560,29
1789006566,1923127,1271228,1254660,16560,29
1789006576,1923127,1271228,1254660,16560,29
1789006586,1923127,1271228,1254660,16560,29
1789006596,1923127,1271228,1254660,16560,29
1789006606,1923127,1271232,1254664,16560,29
1789006616,1923127,1271232,1254664,16560,29
1789006626,1923127,1271232,1254664,16560,29
1789006636,1923127,1271232,1254664,16560,29
1789006646,1923127,1271232,1254664,16560,29
1789006656,1923127,1271232,1254664,16560,29
1789006666,1923127,1271232,1254664,16560,29
1789006676,1923127,1271232,1254664,16560,29
1789006686,1923127,1271232,1254664,16560,29
1789006696,1923127,1271232,1254664,16560,29
1789006706,1923127,1271232,1254664,16560,29
1789006716,1923127,1271232,1254664,16560,29
1789006726,1923127,1271232,1254664,16560,29
1789006736,1923127,1271232,1254664,16560,29
1789006746,1923127,1271232,1254664,16560,29
1789006756,1923127,1271232,1254664,16560,29
1789006766,1923127,1271232,1254664,16560,29
1789006776,1923127,1271232,1254664,16560,29
1789006786,1923127,1271232,1254664,16560,29
1789006796,1923127,1271232,1254664,16560,29
1789006806,1923127,1271232,1254664,16560,29
1789006816,1923127,1271232,1254664,16560,29
1789006826,1923127,1271232,1254664,16560,29
1789006836,1923127,1271232,1254664,16560,29
1789006846,1923127,1271232,1254664,16560,29
1789006856,1923127,1271232,1254664,16560,29
1789006866,1923127,1271232,1254664,16560,29
1789006876,1923127,1271232,1254664,16560,29
1789006886,1923127,1271232,1254664,16560,29
1789006896,1923127,1271232,1254664,16560,29
1789006906,1923127,1271232,1254664,16560,29
1789006916,1923127,1271232,1254664,16560,29
1789006927,1923127,1271232,1254664,16560,29
1789006937,1923127,1271232,1254664,16560,29
1789006947,1923127,1271232,1254664,16560,29
1789006957,1923127,1271232,1254664,16560,29
1789006967,1923127,1271232,1254664,16560,29
1789006977,1923127,1271232,1254664,16560,29
1789006987,1923127,1271232,1254664,16560,29
1789006997,1923127,1271232,1254664,16560,29
1789007007,1923127,1271232,1254664,16560,29
1789007017,1923127,1271232,1254664,16560,29
1789007027,1923127,1271232,1254664,16560,29
1789007037,1923127,1271232,1254664,16560,29
1789007047,1923127,1271232,1254664,16560,29
1789007057,1923127,1271232,1254664,16560,29
1789007067,1923127,1271232,1254664,16560,29
1789007077,1923127,1271232,1254664,16560,29
