ts,pid,VmSize_kb,VmRSS_kb,VmData_kb,VmPeak_kb,VmSwap_kb,RssAnon_kb,RssFile_kb,RssShmem_kb,Threads,Rss_kb,Pss_kb,Pss_Anon_kb,Pss_File_kb,Pss_Shmem_kb,Private_Clean_kb,Private_Dirty_kb,Shared_Clean_kb,Shared_Dirty_kb,Anonymous_kb,AnonHugePages_kb,Swap_kb,SwapPss_kb,statm_size_pg,statm_resident_pg,statm_shared_pg,statm_text_pg,statm_lib_pg,statm_data_pg,statm_dt_pg
1789018074,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018104,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018134,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018164,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018194,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018224,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018254,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260312,1252904,7404,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018284,2011183,2888904,1269140,1490656,2888928,0,1252904,16228,8,29,1269140,1260311,1252904,7403,4,4204,1252904,12024,8,1252904,0,0,0,722226,317285,4059,741,0,372697,0
1789018314,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260315,1252908,7403,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018344,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260315,1252908,7403,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018374,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260314,1252908,7402,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018404,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260315,1252908,7403,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018434,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260315,1252908,7403,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018464,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260316,1252908,7404,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018494,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260315,1252908,7403,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018524,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260316,1252908,7404,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018554,2011183,2888904,1269144,1490656,2888928,0,1252908,16228,8,29,1269144,1260316,1252908,7404,4,4204,1252908,12024,8,1252908,0,0,0,722226,317286,4059,741,0,372697,0
1789018585,2011183,2888904,1269148,1490660,2888928,0,1252912,16228,8,29,1269148,1260320,1252912,7404,4,4204,1252912,12024,8,1252912,0,0,0,722226,317287,4059,741,0,372698,0
1789018615,2011183,2888904,1269148,1490660,2888928,0,1252912,16228,8,29,1269148,1260320,1252912,7404,4,4204,1252912,12024,8,1252912,0,0,0,722226,317287,4059,741,0,372698,0
1789018645,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260326,1252916,7406,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018676,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018706,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260325,1252916,7405,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018736,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260323,1252916,7403,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018767,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018797,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018827,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260323,1252916,7403,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018857,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018887,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260323,1252916,7403,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018917,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260323,1252916,7403,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018947,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260323,1252916,7403,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789018977,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260322,1252916,7402,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789019007,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789019037,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260325,1252916,7405,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789019067,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789019097,2011183,2888904,1269152,1490660,2888928,0,1252916,16228,8,29,1269152,1260324,1252916,7404,4,4204,1252916,12024,8,1252916,0,0,0,722226,317288,4059,741,0,372698,0
1789019127,2011183,2888904,1269160,1490660,2888928,0,1252924,16228,8,29,1269160,1260332,1252924,7404,4,4204,1252924,12024,8,1252924,0,0,0,722226,317290,4059,741,0,372698,0
1789019157,2011183,2888904,1269160,1490660,2888928,0,1252924,16228,8,29,1269160,1260332,1252924,7404,4,4204,1252924,12024,8,1252924,0,0,0,722226,317290,4059,741,0,372698,0
1789019187,2011183,2888904,1269160,1490660,2888928,0,1252924,16228,8,29,1269160,1260331,1252924,7403,4,4204,1252924,12024,8,1252924,0,0,0,722226,317290,4059,741,0,372698,0
1789019217,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019247,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019277,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019307,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019337,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260334,1252928,7402,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019367,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260334,1252928,7402,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019397,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019427,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019458,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019488,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019518,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019548,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019578,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260337,1252928,7405,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019608,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019638,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019668,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019698,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019728,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019758,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019788,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019818,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260335,1252928,7403,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019848,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260334,1252928,7402,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019878,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019908,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019938,2011183,2888904,1269164,1490660,2888928,0,1252928,16228,8,29,1269164,1260336,1252928,7404,4,4204,1252928,12024,8,1252928,0,0,0,722226,317291,4059,741,0,372698,0
1789019968,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789019998,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020028,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020058,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020088,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020118,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020148,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020178,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020208,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020238,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020268,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020298,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020328,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020358,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260339,1252932,7403,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020388,2011183,2888904,1269168,1490660,2888928,0,1252932,16228,8,29,1269168,1260340,1252932,7404,4,4204,1252932,12024,8,1252932,0,0,0,722226,317292,4059,741,0,372698,0
1789020418,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020448,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260345,1252936,7405,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020478,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260344,1252936,7404,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020508,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260344,1252936,7404,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020538,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260344,1252936,7404,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020568,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260342,1252936,7402,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020598,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020628,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020658,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020688,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020718,2011183,2888904,1269172,1490660,2888928,0,1252936,16228,8,29,1269172,1260343,1252936,7403,4,4204,1252936,12024,8,1252936,0,0,0,722226,317293,4059,741,0,372698,0
1789020748,2011183,2888904,1269184,1490660,2888928,0,1252948,16228,8,29,1269184,1260355,1252948,7403,4,4204,1252948,12024,8,1252948,0,0,0,722226,317296,4059,741,0,372698,0
1789020778,2011183,2888904,1269184,1490660,2888928,0,1252948,16228,8,29,1269184,1260355,1252948,7403,4,4204,1252948,12024,8,1252948,0,0,0,722226,317296,4059,741,0,372698,0
1789020808,2011183,2888904,1269184,1490660,2888928,0,1252948,16228,8,29,1269184,1260356,1252948,7404,4,4204,1252948,12024,8,1252948,0,0,0,722226,317296,4059,741,0,372698,0
1789020838,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260361,1252952,7405,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789020869,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789020899,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789020929,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789020960,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789020989,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021019,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021049,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260360,1252952,7404,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021079,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260359,1252952,7403,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021109,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260359,1252952,7403,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021139,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260359,1252952,7403,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021169,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260359,1252952,7403,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021199,2011183,2888904,1269188,1490660,2888928,0,1252952,16228,8,29,1269188,1260359,1252952,7403,4,4204,1252952,12024,8,1252952,0,0,0,722226,317297,4059,741,0,372698,0
1789021229,2011183,2888904,1269192,1490664,2888928,0,1252956,16228,8,29,1269192,1260364,1252956,7404,4,4204,1252956,12024,8,1252956,0,0,0,722226,317298,4059,741,0,372699,0
1789021259,2011183,2888904,1269192,1490664,2888928,0,1252956,16228,8,29,1269192,1260364,1252956,7404,4,4204,1252956,12024,8,1252956,0,0,0,722226,317298,4059,741,0,372699,0
1789021289,2011183,2888904,1269192,1490664,2888928,0,1252956,16228,8,29,1269192,1260364,1252956,7404,4,4204,1252956,12024,8,1252956,0,0,0,722226,317298,4059,741,0,372699,0
1789021319,2011183,2888904,1269192,1490664,2888928,0,1252956,16228,8,29,1269192,1260365,1252956,7405,4,4204,1252956,12024,8,1252956,0,0,0,722226,317298,4059,741,0,372699,0
1789021349,2011183,2888904,1269192,1490664,2888928,0,1252956,16228,8,29,1269192,1260364,1252956,7404,4,4204,1252956,12024,8,1252956,0,0,0,722226,317298,4059,741,0,372699,0
1789021379,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021409,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021439,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260373,1252960,7409,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021469,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021499,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021529,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021559,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021589,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021619,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021649,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021679,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021709,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021739,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021769,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021799,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021829,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021859,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021889,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021919,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260368,1252960,7404,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021949,2011183,2888904,1269196,1490664,2888928,0,1252960,16228,8,29,1269196,1260367,1252960,7403,4,4204,1252960,12024,8,1252960,0,0,0,722226,317299,4059,741,0,372699,0
1789021979,2011183,2888904,1269200,1490664,2888928,0,1252964,16228,8,29,1269200,1260371,1252964,7403,4,4204,1252964,12024,8,1252964,0,0,0,722226,317300,4059,741,0,372699,0
